,Molecular Formula,Smiles,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Molecular Weight,AlogP,PSA,HBA,HBD,#RO5 Violations,#Rotatable Bonds,QED Weighted,CX LogP,CX LogD,Aromatic Rings,Heavy Atoms,HBA Lipinski,HBD Lipinski,#RO5 Violations (Lipinski),Molecular Weight (Monoisotopic),Grade
90,C26H29N3O5S,CCCc1nc(CC)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)C2CC2)cc1,16.88,0.33,4.34,7.07,495.6,4.03,118.36,6.0,2.0,0.0,10.0,0.44,2.75,1.13,3.0,35.0,8.0,2.0,0.0,495.1828,4.0
91,C25H20N8O3,O=c1n(-c2ccccc2[N+](=O)[O-])nc(C2CC2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,480.49,3.72,137.42,9.0,1.0,0.0,7.0,0.28,6.29,5.03,5.0,36.0,11.0,1.0,1.0,480.1658,6.0
92,C39H40N4O5S,CCCc1nc2ccc3cc2c(=O)n1Cc1ccc(cc1)-c1ccccc1S(=O)(=O)NC(=O)CCCCCCCN3C(=O)c1ccccc1,13.13,0.25,2.02,7.5,676.84,6.87,118.44,7.0,1.0,2.0,3.0,0.22,7.43,6.3,5.0,49.0,9.0,1.0,2.0,676.2719,3.0
93,C25H20ClN7O,O=c1n(-c2ccccc2Cl)nc(C2CC2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,469.94,4.46,94.28,7.0,1.0,0.0,6.0,0.4,6.9,5.64,5.0,34.0,8.0,1.0,0.0,469.1418,7.0
94,C28H27N7O,O=c1n(CCc2ccccc2)nc(CC2CC2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,477.57,4.14,94.28,7.0,1.0,0.0,9.0,0.34,6.88,5.62,5.0,36.0,8.0,1.0,0.0,477.2277,5.0
95,C27H25N5O4,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2Cc2cccc([N+](=O)[O-])c2C(=O)O)c1,,,,,483.53,5.27,116.08,7.0,1.0,1.0,7.0,0.25,3.77,1.94,5.0,36.0,9.0,1.0,1.0,483.1907,7.0
96,C27H24F3N7O3S,CCCCc1nc2ccc(NS(=O)(=O)C(F)(F)F)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,11.86,0.23,2.02,5.11,583.6,4.9,135.52,8.0,2.0,1.0,9.0,0.25,6.8,4.2,5.0,41.0,10.0,2.0,1.0,583.1613,7.0
97,C35H25N7O3,Nc1ccc2nc(-c3ccc(-c4ccccc4C(=O)O)cc3)n(Cc3ccc(-c4ccccc4-c4nn[nH]n4)cc3)c(=O)c2c1,12.65,0.23,1.57,4.9,591.63,5.91,152.67,8.0,3.0,2.0,7.0,0.19,5.56,2.96,7.0,45.0,10.0,4.0,2.0,591.2019,6.0
98,C27H30N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(NC(C(=O)O)c2ccccc2C)c(C)c1,,,,,442.56,5.51,80.04,5.0,2.0,1.0,7.0,0.39,5.32,2.8,4.0,33.0,6.0,2.0,1.0,442.2369,5.0
99,C29H30N4O5S,CCCCc1ncc(C(=O)OC)n1Cc1ccc(-c2ccccc2NS(=O)(=O)NC(=O)c2ccccc2)cc1,14.08,0.27,2.89,6.45,546.65,4.81,119.39,7.0,2.0,1.0,11.0,0.26,4.01,3.9,4.0,39.0,9.0,2.0,1.0,546.1937,5.0
100,C28H29N5O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2Cc2ccccc2NC(=O)OC)c1,,,,,467.57,5.84,73.97,6.0,1.0,1.0,6.0,0.34,5.73,5.73,5.0,35.0,7.0,1.0,1.0,467.2321,10.0
101,C22H21ClN6O2,CCCCc1nc(Cl)c(C(=O)O)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,18.67,0.36,3.88,8.26,436.9,4.27,98.72,7.0,1.0,0.0,8.0,0.44,4.22,1.16,4.0,31.0,8.0,1.0,0.0,436.1415,4.0
102,C29H28N8,CCCCc1nn2c(C)c(-c3ccccc3)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.14,0.29,2.15,8.8,488.6,5.74,89.58,7.0,1.0,1.0,8.0,0.29,7.06,6.23,6.0,37.0,8.0,1.0,1.0,488.2437,5.0
103,C34H30N8O,CCCCc1nn(Cc2ccc(-c3ccccc3C#N)cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,566.67,5.87,118.07,8.0,1.0,2.0,10.0,0.22,8.7,7.43,6.0,43.0,9.0,1.0,2.0,566.2543,8.0
104,C24H27N7O3,CCCCc1nn(C(C)C(=O)OC)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,461.53,3.02,120.58,9.0,1.0,0.0,9.0,0.38,5.59,4.33,4.0,34.0,10.0,1.0,0.0,461.2175,5.0
105,C26H31N7O3,CCCCc1nn(C(C(=O)OC)C(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,489.58,3.65,120.58,9.0,1.0,0.0,10.0,0.34,6.47,5.21,4.0,36.0,10.0,1.0,0.0,489.2488,6.0
106,C30H30N6O2,CCCCc1nc(-c2ccccc2)c(C(=O)OCC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,506.61,5.96,98.58,7.0,1.0,2.0,10.0,0.23,7.44,6.18,5.0,38.0,8.0,1.0,2.0,506.24300000000005,6.0
107,C26H24N6O,CCCc1nc2ccc(C)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,18.33,0.33,3.45,8.95,436.52,4.55,89.35,6.0,1.0,0.0,6.0,0.42,5.22,4.53,5.0,33.0,7.0,1.0,0.0,436.2012,5.0
108,C23H25N7O,CCCCc1nn(C2CC2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,415.5,3.62,94.28,7.0,1.0,0.0,8.0,0.47,5.9,4.63,4.0,31.0,8.0,1.0,0.0,415.2121,7.0
109,C27H26N2O3,CCCCc1nc2ccc(C)cc2c(=O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,16.5,0.3,1.58,9.75,426.52,5.46,72.19,4.0,1.0,1.0,7.0,0.43,5.2,3.84,4.0,32.0,5.0,1.0,1.0,426.1943,6.0
110,C26H22ClN7O,O=c1n(-c2ccccc2Cl)nc(CC2CC2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,483.96,4.54,94.28,7.0,1.0,0.0,7.0,0.37,7.09,5.83,5.0,35.0,8.0,1.0,0.0,483.1574,5.0
111,C26H24N2O3,CCCCc1nc2ccccc2c(=O)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,16.24,0.3,1.55,9.28,412.49,5.15,72.19,4.0,1.0,1.0,7.0,0.46,4.64,2.94,4.0,31.0,5.0,1.0,1.0,412.1787,7.0
112,C25H29N7O3,CCCCc1nn(C(C(=O)O)C(C)C)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,475.55,3.56,131.58,8.0,2.0,0.0,10.0,0.36,6.39,1.99,4.0,35.0,10.0,2.0,0.0,475.2332,6.0
113,C29H30N4O3S,CCCSc1nnc(CCCc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,12.62,0.24,0.54,6.69,514.65,5.95,97.11,6.0,2.0,2.0,12.0,0.23,6.13,3.04,4.0,37.0,7.0,2.0,2.0,514.2039,8.0
114,C28H32N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(CC)C(C(=O)O)c2ccccc2)c(C)c1,,,,,456.59,5.62,71.25,5.0,1.0,1.0,8.0,0.37,5.95,3.28,4.0,34.0,6.0,1.0,1.0,456.2525,5.0
115,C27H24F6N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(NC(C(=O)O)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc1,,,,,550.5,6.93,80.04,5.0,2.0,2.0,7.0,0.24,5.57,3.11,4.0,39.0,6.0,2.0,2.0,550.1803,8.0
116,C28H32N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(CC)C(C(=O)O)c2cccc(C)c2)cc1,,,,,456.59,5.62,71.25,5.0,1.0,1.0,8.0,0.37,5.95,3.28,4.0,34.0,6.0,1.0,1.0,456.2525,6.0
117,C26H27N3O3,CCCc1nc2c(C)ccnc2n1Cc1ccc(OC(C(=O)O)c2ccccc2C)cc1,19.33,0.35,3.05,10.75,429.52,5.25,77.24,5.0,1.0,1.0,8.0,0.41,5.58,2.62,4.0,32.0,6.0,1.0,1.0,429.2052,4.0
118,C28H29N5,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(c1)CCN2C(C#N)c1ccccc1C,,,,,435.58,5.59,57.74,5.0,0.0,1.0,5.0,0.41,5.96,5.96,4.0,33.0,5.0,0.0,1.0,435.2423,9.0
119,C29H34N4O2,CCCN(c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1C)C(C(=O)O)c1ccccc1,,,,,470.62,6.01,71.25,5.0,1.0,1.0,9.0,0.32,6.48,3.83,4.0,35.0,6.0,1.0,1.0,470.2682,5.0
120,C25H32N4O4,CCCCCN(C)C(=O)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)[C@H](C(=O)O)C1,,,,,452.56,4.26,84.4,3.0,1.0,0.0,7.0,0.64,3.49,0.23,2.0,33.0,8.0,1.0,0.0,452.2424,10.0
121,C29H29N7O2,CCCCc1nn(-c2ccccn2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,507.6,5.22,111.47,8.0,1.0,2.0,10.0,0.26,7.04,5.78,5.0,38.0,9.0,1.0,2.0,507.2383,5.0
122,C22H22F3N7O,CCCCc1nn(CC(F)(F)F)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,457.46,3.85,94.28,7.0,1.0,0.0,8.0,0.43,6.41,5.15,4.0,33.0,8.0,1.0,0.0,457.1838,6.0
123,C32H36N8O3,CCCCc1nn(CCCN(C)C(=O)OCc2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,580.69,4.94,123.82,9.0,1.0,1.0,13.0,0.21,7.18,5.92,5.0,43.0,11.0,1.0,2.0,580.2909999999999,6.0
124,C27H26ClN7O2,CCCCc1nn(COc2ccc(Cl)cc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,516.01,4.97,103.51,8.0,1.0,1.0,10.0,0.28,7.88,6.61,5.0,37.0,9.0,1.0,1.0,515.1837,6.0
125,C25H29N7O2,CCCCc1nn(C2CCCC2O)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,459.55,3.37,114.51,8.0,2.0,0.0,8.0,0.42,5.68,4.42,4.0,34.0,9.0,2.0,0.0,459.2383,5.0
126,C29H31N7O,CC(C)CCc1nn(CCc2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,493.62,4.77,94.28,7.0,1.0,0.0,10.0,0.3,7.77,6.51,5.0,37.0,8.0,1.0,0.0,493.259,3.0
127,C27H27N7OS,CCCCc1nn(CSc2ccccc2)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,497.63,5.03,94.28,8.0,1.0,1.0,10.0,0.27,7.77,6.51,5.0,36.0,8.0,1.0,1.0,497.1998,5.0
128,C22H22N8O,CCCCc1nn(CC#N)c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,414.47,2.81,118.07,8.0,1.0,0.0,8.0,0.47,4.97,3.71,4.0,31.0,9.0,1.0,0.0,414.1917,6.0
129,C31H32N6O3,CCCCc1nn(-c2ccc(OC)cc2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,536.64,5.84,107.81,8.0,1.0,2.0,11.0,0.21,7.46,6.19,5.0,40.0,9.0,1.0,2.0,536.2536,5.0
130,C29H26Cl2N6O2,CCCc1nn(-c2c(Cl)cccc2Cl)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,561.47,6.75,98.58,7.0,1.0,2.0,9.0,0.2,8.36,7.1,5.0,39.0,8.0,1.0,2.0,560.1494,5.0
131,C32H34N6O2,CCCCc1nn(CCc2ccccc2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,534.66,6.08,98.58,7.0,1.0,2.0,12.0,0.19,8.0,6.74,5.0,40.0,8.0,1.0,2.0,534.2743,
132,C21H20N6O2,CCCc1n[nH]c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,388.43,3.5,120.44,5.0,3.0,0.0,7.0,0.45,4.45,-0.02,4.0,29.0,8.0,3.0,0.0,388.1648,4.0
133,C26H27N3O4,CCCc1nc2c(C)ccnc2n1Cc1ccc(OC(C(=O)O)c2ccccc2OC)cc1,16.66,0.31,2.47,8.58,445.52,4.95,86.47,6.0,1.0,0.0,9.0,0.39,4.85,1.86,4.0,33.0,7.0,1.0,0.0,445.2002,6.0
134,C27H23N5O,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2C(=O)c2ccccc2C#N)c1,,,,,433.52,5.17,76.5,6.0,0.0,1.0,4.0,0.39,4.95,4.95,5.0,33.0,6.0,0.0,1.0,433.1903,7.0
135,C26H24N4O,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2C(=O)c2ccccc2)c1,,,,,408.51,5.3,52.71,5.0,0.0,1.0,4.0,0.41,5.1,5.1,5.0,31.0,5.0,0.0,1.0,408.195,7.0
136,C27H24N4O3,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(ccn2C(=O)c2ccccc2C(=O)O)c1,,,,,452.51,5.0,90.01,6.0,1.0,1.0,5.0,0.41,3.86,1.27,5.0,34.0,7.0,1.0,1.0,452.1848,5.0
137,C26H28N8,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(C)C(c2ccccc2)c2nnn[nH]2)cc1,,,,,452.57,4.4,88.41,7.0,1.0,0.0,7.0,0.39,4.5,3.32,5.0,34.0,8.0,1.0,0.0,452.2437,5.0
138,C29H40N4O4,CCCCCN(CCCCC)C(=O)N1CCN(C(=O)N(c2ccccc2)c2ccccc2)C(C(=O)O)C1,,,,,508.66,5.82,84.4,3.0,1.0,2.0,11.0,0.39,5.26,2.0,2.0,37.0,8.0,1.0,2.0,508.305,10.0
139,C25H26N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(NC(C(=O)O)c2ccccc2)cc1,,,,,414.51,4.9,80.04,5.0,2.0,0.0,7.0,0.45,4.18,1.67,4.0,31.0,6.0,2.0,0.0,414.2056,7.0
140,C26H28N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(C)C(C(=O)O)c2ccccc2)cc1,,,,,428.54,4.92,71.25,5.0,1.0,0.0,7.0,0.45,5.04,2.33,4.0,32.0,6.0,1.0,0.0,428.2212,4.0
141,C27H30N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(CC)C(C(=O)O)c2ccccc2)cc1,,,,,442.56,5.31,71.25,5.0,1.0,1.0,8.0,0.4,5.41,2.72,4.0,33.0,6.0,1.0,1.0,442.2369,4.0
142,C30H26Cl2N6O2,CCOC(=O)c1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(CC2CC2)nn1-c1c(Cl)cccc1Cl,,,,,573.48,6.75,98.58,7.0,1.0,2.0,9.0,0.2,8.2,6.94,5.0,40.0,8.0,1.0,2.0,572.1494,6.0
143,C31H27N7O,CCCCc1nc2ccc(-c3ccccn3)cc2c(=O)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.16,0.29,2.6,8.12,513.61,5.7,102.24,7.0,1.0,2.0,8.0,0.28,6.13,5.26,6.0,39.0,8.0,1.0,2.0,513.2277,4.0
144,C29H32N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(CC2CC2)C(C(=O)O)c2ccccc2)cc1,,,,,468.6,5.7,71.25,5.0,1.0,1.0,9.0,0.34,5.83,3.13,4.0,35.0,6.0,1.0,1.0,468.2525,5.0
145,C26H24ClN7S,CCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,13.96,0.27,0.94,8.23,502.05,6.07,85.17,7.0,1.0,2.0,9.0,0.25,7.13,5.87,5.0,35.0,7.0,1.0,2.0,501.1502,6.0
146,C28H28N4O5S,CCCCc1ncc(C(=O)O)n1Cc1ccc(-c2ccccc2NS(=O)(=O)NC(=O)c2ccccc2)cc1,15.44,0.3,3.49,6.31,532.62,4.73,130.39,6.0,3.0,1.0,11.0,0.26,3.17,1.75,4.0,38.0,9.0,3.0,1.0,532.178,4.0
147,C23H23ClN6O2,CCCCc1nc(Cl)c(C(=O)OC)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,17.49,0.34,3.53,8.99,450.93,4.36,87.72,8.0,0.0,0.0,8.0,0.37,4.95,4.95,4.0,32.0,8.0,0.0,0.0,450.1571,5.0
148,C22H23ClN6O,CCCCc1nc(Cl)c(CO)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,17.26,0.33,3.24,8.94,422.92,4.06,81.65,7.0,1.0,0.0,8.0,0.46,4.18,4.18,4.0,30.0,7.0,1.0,0.0,422.1622,6.0
149,C30H27F3N6O2,CCCc1nn(-c2ccccc2C(F)(F)F)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,560.58,6.46,98.58,7.0,1.0,2.0,9.0,0.21,8.11,6.85,5.0,41.0,8.0,1.0,2.0,560.2148,6.0
150,C22H22N6O2,CCCCc1ncc(C(=O)O)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,21.21,0.39,4.93,8.65,402.46,3.61,98.72,7.0,1.0,0.0,8.0,0.48,2.48,1.97,4.0,30.0,8.0,1.0,0.0,402.1804,3.0
151,C23H24N6O2,CCCCc1ncc(C(=O)OC)n1Cc1ccc(-c2ccccc2-n2cnnn2)cc1,18.79,0.34,4.12,8.92,416.49,3.7,87.72,8.0,0.0,0.0,8.0,0.41,4.12,4.12,4.0,31.0,8.0,0.0,0.0,416.1961,5.0
152,C30H31N3O5S,CCCc1nc(CC)c(C(=O)OC)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,17.05,0.33,4.28,8.66,545.66,5.02,107.36,7.0,1.0,2.0,10.0,0.28,5.22,4.98,4.0,39.0,8.0,1.0,2.0,545.1984,2.0
153,C29H29N3O5S,CCCCc1ncc(C(=O)OC)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,14.44,0.28,2.83,7.15,531.63,4.85,107.36,7.0,1.0,1.0,10.0,0.29,4.76,4.59,4.0,38.0,8.0,1.0,1.0,531.1828,5.0
154,C24H26N8,CCCCc1nn2c(C)c(C)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,19.01,0.35,3.72,9.05,426.53,4.39,89.58,7.0,1.0,0.0,7.0,0.42,4.97,4.39,5.0,32.0,8.0,1.0,0.0,426.228,4.0
155,C24H29N3O2S,CCCCc1nnc(SC(C)(C)C)n1Cc1ccc(-c2ccccc2C(=O)O)cc1,14.28,0.28,0.13,8.9,423.58,5.92,68.01,5.0,1.0,1.0,8.0,0.46,5.78,2.6,3.0,30.0,5.0,1.0,1.0,423.19800000000004,8.0
156,C28H29N7OS,CCCCc1nnc(SCc2ccccc2CO)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.55,0.27,2.14,7.06,511.66,5.3,105.4,8.0,2.0,2.0,11.0,0.23,6.23,4.96,5.0,37.0,8.0,2.0,2.0,511.2154,6.0
157,C27H30N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc(N(C)C(C(=O)O)c2ccccc2)c(C)c1,,,,,442.56,5.23,71.25,5.0,1.0,1.0,7.0,0.42,5.58,2.89,4.0,33.0,6.0,1.0,1.0,442.2369,6.0
158,C29H32N4O2,C=CCN(c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1C)C(C(=O)O)c1ccccc1,,,,,468.6,5.79,71.25,5.0,1.0,1.0,9.0,0.32,6.32,3.66,4.0,35.0,6.0,1.0,1.0,468.2525,6.0
159,C27H28N8,CCCCc1nnc(NCc2ccccc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.26,0.29,2.42,7.77,464.58,5.13,97.2,7.0,2.0,1.0,10.0,0.3,6.0,4.74,5.0,35.0,8.0,2.0,1.0,464.2437,5.0
160,C28H28N8O,CCCCc1nnc(C(=O)NCc2ccccc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,14.71,0.27,2.79,6.34,492.59,4.45,114.27,7.0,2.0,0.0,10.0,0.3,5.16,3.9,5.0,37.0,9.0,2.0,0.0,492.2386,6.0
161,C23H24N8,CCCCc1nn2cc(C)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,17.6,0.32,3.18,8.1,412.5,4.08,89.58,7.0,1.0,0.0,7.0,0.44,5.01,4.23,5.0,31.0,8.0,1.0,0.0,412.2124,6.0
162,C29H29N7O2S,CCCCc1nnc(SCc2ccccc2C(=O)OC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,13.06,0.25,1.45,6.32,539.67,5.6,111.47,9.0,1.0,2.0,11.0,0.17,7.04,5.78,5.0,39.0,9.0,1.0,2.0,539.2103,6.0
163,C29H29N7O2S,CCCCc1nnc(SCc2ccc(C(=O)OC)cc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,12.82,0.24,1.32,6.21,539.67,5.6,111.47,9.0,1.0,2.0,11.0,0.17,7.04,5.78,5.0,39.0,9.0,1.0,2.0,539.2103,7.0
164,C29H34N4O2,CCCCN(c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1)C(C(=O)O)c1ccccc1,,,,,470.62,6.09,71.25,5.0,1.0,1.0,10.0,0.3,6.41,3.74,4.0,35.0,6.0,1.0,1.0,470.2682,6.0
165,C30H34N4O2,C=CCN(c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1C)C(C(=O)O)c1ccccc1C,,,,,482.63,6.09,71.25,5.0,1.0,1.0,9.0,0.29,6.86,4.21,4.0,36.0,6.0,1.0,1.0,482.2682,6.0
166,C28H32N4O2,CCCN(c1ccc(Cn2c(CC)nc3c(C)cc(C)nc32)cc1)C(C(=O)O)c1ccccc1,,,,,456.59,5.7,71.25,5.0,1.0,1.0,9.0,0.35,5.95,3.27,4.0,34.0,6.0,1.0,1.0,456.2525,4.0
167,C27H24Cl2N4O3,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(c1)CCN2C(=O)c1c(Cl)ccc(Cl)c1C(=O)O,,,,,523.42,5.87,88.32,5.0,1.0,2.0,5.0,0.35,4.14,2.16,4.0,36.0,7.0,1.0,2.0,522.1225,5.0
168,C31H37N3O4,CCCCCCOc1ccccc1C(Oc1ccc(Cn2c(CCC)nc3c(C)ccnc32)cc1)C(=O)O,13.76,0.26,0.2,8.21,515.65,6.9,86.47,6.0,1.0,2.0,14.0,0.18,7.09,4.1,4.0,38.0,7.0,1.0,2.0,515.2784,6.0
169,C31H32N6O2,CCCCc1nn(Cc2ccccc2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,520.64,5.89,98.58,7.0,1.0,2.0,11.0,0.22,7.73,6.46,5.0,39.0,8.0,1.0,2.0,520.2587,7.0
170,C30H30N6O2,CCCc1nn(Cc2ccccc2)c(C(=O)OCC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,506.61,5.5,98.58,7.0,1.0,2.0,10.0,0.25,7.31,6.04,5.0,38.0,8.0,1.0,2.0,506.24300000000005,5.0
171,C29H28N6O3,CCCCc1nn(-c2ccc(OC)cc2)c(C(=O)O)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,508.58,5.36,118.81,7.0,2.0,2.0,10.0,0.26,6.62,1.88,5.0,38.0,9.0,2.0,2.0,508.2223,2.0
172,C22H27N3O3,CCCc1nc2c(C)ccnc2n1Cc1ccc(OC(CCC)C(=O)O)cc1,15.93,0.3,1.71,7.87,381.48,4.37,77.24,5.0,1.0,0.0,9.0,0.6,4.67,1.75,3.0,28.0,6.0,1.0,0.0,381.2052,8.0
173,C28H28ClN7S,CCCCCc1nnc(SCc2ccc(Cl)cc2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,13.26,0.26,0.18,8.25,530.1,6.85,85.17,7.0,1.0,2.0,11.0,0.15,7.97,6.71,5.0,37.0,7.0,1.0,2.0,529.1815,6.0
174,C21H23N7S,CCCCc1nnc(SC)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,16.05,0.31,2.27,7.64,405.53,4.24,85.17,7.0,1.0,0.0,8.0,0.44,5.38,4.11,4.0,29.0,7.0,1.0,0.0,405.1736,7.0
175,C29H29N3O5S,CCCc1nc(CC)c(C(=O)O)n1Cc1ccc(-c2ccccc2S(=O)(=O)NC(=O)c2ccccc2)cc1,16.5,0.32,3.84,7.41,531.63,4.93,118.36,6.0,2.0,1.0,10.0,0.3,3.79,2.2,4.0,38.0,8.0,2.0,1.0,531.1828,3.0
176,C27H26ClN7S,CCCCc1nnc(SCc2ccccc2Cl)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,13.48,0.26,0.5,8.17,516.07,6.46,85.17,7.0,1.0,2.0,10.0,0.21,7.55,6.29,5.0,36.0,7.0,1.0,2.0,515.1659,7.0
177,C27H26N4O3S,CCCc1nnc(SCc2ccccc2)n1Cc1ccc(NC(=O)c2ccccc2C(=O)O)cc1,14.22,0.27,1.4,7.13,486.6,5.52,97.11,6.0,2.0,1.0,10.0,0.29,5.39,2.31,4.0,35.0,7.0,2.0,1.0,486.1726,7.0
178,C24H29N7S,CCCCc1nnc(SCC(C)C)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.96,0.3,1.88,8.39,447.61,5.26,85.17,7.0,1.0,1.0,10.0,0.33,6.49,5.22,4.0,32.0,7.0,1.0,1.0,447.2205,6.0
179,C27H25N7O,O=c1n(CCc2ccccc2)nc(C2CC2)n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,,,,,463.55,4.06,94.28,7.0,1.0,0.0,8.0,0.37,6.69,5.42,5.0,35.0,8.0,1.0,0.0,463.2121,7.0
180,C27H26Cl2N4O2,CCc1nc2c(C)cc(C)nc2n1Cc1ccc2c(c1)CCN2Cc1cc(Cl)c(Cl)cc1C(=O)O,,,,,509.44,6.23,71.25,5.0,1.0,2.0,6.0,0.33,5.94,3.24,4.0,35.0,6.0,1.0,2.0,508.1433,7.0
181,C28H26N8,CCCCc1nn2cc(-c3ccccc3)nc2n1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,15.85,0.29,2.08,8.4,474.57,5.44,89.58,7.0,1.0,1.0,8.0,0.32,7.02,6.08,6.0,36.0,8.0,1.0,1.0,474.228,5.0
